1
 1.000000    -0.000000
 0.975000    0.007135
 0.950000    0.014462
 0.925000    0.021869
 0.900001    0.029255
 0.875003    0.036532
 0.850006    0.043617
 0.825013    0.050440
 0.800026    0.056937
 0.775047    0.063056
 0.750080    0.068749
 0.725129    0.073979
 0.700199    0.078714
 0.675297    0.082931
 0.650430    0.086613
 0.625608    0.089748
 0.600839    0.092330
 0.576136    0.094360
 0.551512    0.095843
 0.526981    0.096788
 0.502560    0.097210
 0.478267    0.097125
 0.454123    0.096554
 0.430149    0.095523
 0.406370    0.094058
 0.382813    0.092188
 0.359505    0.089943
 0.336479    0.087358
 0.313768    0.084465
 0.291409    0.081299
 0.269440    0.077894
 0.247903    0.074286
 0.226844    0.070509
 0.206308    0.066596
 0.186348    0.062580
 0.167017    0.058491
 0.148373    0.054359
 0.130475    0.050209
 0.113388    0.046065
 0.097179    0.041948
 0.081920    0.037875
 0.067685    0.033859
 0.054553    0.029909
 0.042607    0.026028
 0.031933    0.022216
 0.022623    0.018467
 0.014770    0.014768
 0.008476    0.011100
 0.003843    0.007439
 0.000980    0.003752
 0.000000    0.000000
 0.000980    -0.006410
 0.003843    -0.011892
 0.008476    -0.016523
 0.014770    -0.020374
 0.022623    -0.023512
 0.031933    -0.025999
 0.042607    -0.027895
 0.054553    -0.029252
 0.067685    -0.030123
 0.081920    -0.030554
 0.097179    -0.030588
 0.113388    -0.030267
 0.130475    -0.029628
 0.148373    -0.028707
 0.167017    -0.027534
 0.186348    -0.026141
 0.206308    -0.024554
 0.226844    -0.022800
 0.247903    -0.020902
 0.269440    -0.018883
 0.291409    -0.016763
 0.313768    -0.014563
 0.336479    -0.012300
 0.359505    -0.009992
 0.382813    -0.007656
 0.406370    -0.005310
 0.430149    -0.002969
 0.454123    -0.000649
 0.478267    0.001633
 0.502560    0.003859
 0.526981    0.006014
 0.551512    0.008078
 0.576136    0.010034
 0.600839    0.011861
 0.625608    0.013538
 0.650430    0.015041
 0.675297    0.016348
 0.700199    0.017431
 0.725129    0.018261
 0.750080    0.018810
 0.775047    0.019042
 0.800026    0.018923
 0.825013    0.018414
 0.850006    0.017473
 0.875003    0.016056
 0.900001    0.014113
 0.925000    0.011594
 0.950000    0.008443
 0.975000    0.004600
 1.000000    -0.000000
