000001
 1.000000    -0.000000
 0.975000    0.013229
 0.950000    0.025622
 0.925000    0.037175
 0.900001    0.047887
 0.875003    0.057764
 0.850006    0.066812
 0.825013    0.075045
 0.800026    0.082478
 0.775047    0.089130
 0.750080    0.095023
 0.725129    0.100181
 0.700199    0.104632
 0.675297    0.108403
 0.650430    0.111526
 0.625608    0.114032
 0.600839    0.115956
 0.576136    0.117330
 0.551512    0.118190
 0.526981    0.118570
 0.502560    0.118505
 0.478267    0.118030
 0.454123    0.117179
 0.430149    0.115985
 0.406370    0.114479
 0.382813    0.112692
 0.359505    0.110653
 0.336479    0.108388
 0.313768    0.105922
 0.291409    0.103275
 0.269440    0.100466
 0.247903    0.097510
 0.226844    0.094420
 0.206308    0.091202
 0.186348    0.087861
 0.167017    0.084396
 0.148373    0.080801
 0.130475    0.077066
 0.113388    0.073174
 0.097179    0.069106
 0.081920    0.064832
 0.067685    0.060320
 0.054553    0.055530
 0.042607    0.050414
 0.031933    0.044919
 0.022623    0.038984
 0.014770    0.032539
 0.008476    0.025508
 0.003843    0.017805
 0.000980    0.009336
 0.000000    0.000000
 0.000980    -0.007990
 0.003843    -0.014854
 0.008476    -0.020678
 0.014770    -0.025543
 0.022623    -0.029527
 0.031933    -0.032702
 0.042607    -0.035137
 0.054553    -0.036897
 0.067685    -0.038043
 0.081920    -0.038633
 0.097179    -0.038720
 0.113388    -0.038356
 0.130475    -0.037589
 0.148373    -0.036463
 0.167017    -0.035020
 0.186348    -0.033299
 0.206308    -0.031339
 0.226844    -0.029173
 0.247903    -0.026833
 0.269440    -0.024352
 0.291409    -0.021757
 0.313768    -0.019075
 0.336479    -0.016332
 0.359505    -0.013554
 0.382813    -0.010761
 0.406370    -0.007978
 0.430149    -0.005226
 0.454123    -0.002524
 0.478267    0.000107
 0.502560    0.002646
 0.526981    0.005075
 0.551512    0.007373
 0.576136    0.009522
 0.600839    0.011500
 0.625608    0.013288
 0.650430    0.014863
 0.675297    0.016206
 0.700199    0.017291
 0.725129    0.018097
 0.750080    0.018596
 0.775047    0.018763
 0.800026    0.018570
 0.825013    0.017986
 0.850006    0.016980
 0.875003    0.015517
 0.900001    0.013561
 0.925000    0.011074
 0.950000    0.008015
 0.975000    0.004339
 1.000000    -0.000000
