6
 1.000000    -0.000000
 0.975000    0.010280
 0.950000    0.019567
 0.925000    0.027927
 0.900001    0.035426
 0.875003    0.042122
 0.850006    0.048072
 0.825013    0.053330
 0.800026    0.057945
 0.775047    0.061965
 0.750080    0.065434
 0.725129    0.068391
 0.700199    0.070876
 0.675297    0.072925
 0.650430    0.074569
 0.625608    0.075839
 0.600839    0.076764
 0.576136    0.077369
 0.551512    0.077678
 0.526981    0.077712
 0.502560    0.077491
 0.478267    0.077033
 0.454123    0.076354
 0.430149    0.075467
 0.406370    0.074387
 0.382813    0.073125
 0.359505    0.071691
 0.336479    0.070093
 0.313768    0.068340
 0.291409    0.066440
 0.269440    0.064397
 0.247903    0.062217
 0.226844    0.059906
 0.206308    0.057466
 0.186348    0.054903
 0.167017    0.052219
 0.148373    0.049417
 0.130475    0.046500
 0.113388    0.043472
 0.097179    0.040336
 0.081920    0.037094
 0.067685    0.033752
 0.054553    0.030311
 0.042607    0.026778
 0.031933    0.023158
 0.022623    0.019456
 0.014770    0.015680
 0.008476    0.011836
 0.003843    0.007935
 0.000980    0.003986
 0.000000    0.000000
 0.000980    -0.005878
 0.003843    -0.011117
 0.008476    -0.015733
 0.014770    -0.019739
 0.022623    -0.023153
 0.031933    -0.025997
 0.042607    -0.028293
 0.054553    -0.030064
 0.067685    -0.031338
 0.081920    -0.032141
 0.097179    -0.032503
 0.113388    -0.032454
 0.130475    -0.032026
 0.148373    -0.031250
 0.167017    -0.030160
 0.186348    -0.028790
 0.206308    -0.027172
 0.226844    -0.025342
 0.247903    -0.023332
 0.269440    -0.021178
 0.291409    -0.018911
 0.313768    -0.016566
 0.336479    -0.014174
 0.359505    -0.011767
 0.382813    -0.009375
 0.406370    -0.007027
 0.430149    -0.004750
 0.454123    -0.002570
 0.478267    -0.000512
 0.502560    0.001402
 0.526981    0.003152
 0.551512    0.004720
 0.576136    0.006091
 0.600839    0.007252
 0.625608    0.008194
 0.650430    0.008909
 0.675297    0.009395
 0.700199    0.009650
 0.725129    0.009677
 0.750080    0.009485
 0.775047    0.009083
 0.800026    0.008487
 0.825013    0.007716
 0.850006    0.006793
 0.875003    0.005747
 0.900001    0.004611
 0.925000    0.003423
 0.950000    0.002225
 0.975000    0.001066
 1.000000    -0.000000
