2
 1.000000    -0.000000
 0.975000    0.012310
 0.950000    0.023139
 0.925000    0.032631
 0.900001    0.040916
 0.875003    0.048118
 0.850006    0.054348
 0.825013    0.059711
 0.800026    0.064302
 0.775047    0.068208
 0.750080    0.071507
 0.725129    0.074271
 0.700199    0.076562
 0.675297    0.078438
 0.650430    0.079950
 0.625608    0.081140
 0.600839    0.082047
 0.576136    0.082703
 0.551512    0.083135
 0.526981    0.083367
 0.502560    0.083414
 0.478267    0.083292
 0.454123    0.083010
 0.430149    0.082574
 0.406370    0.081987
 0.382813    0.081250
 0.359505    0.080361
 0.336479    0.079316
 0.313768    0.078108
 0.291409    0.076732
 0.269440    0.075178
 0.247903    0.073437
 0.226844    0.071502
 0.206308    0.069361
 0.186348    0.067008
 0.167017    0.064432
 0.148373    0.061628
 0.130475    0.058590
 0.113388    0.055315
 0.097179    0.051799
 0.081920    0.048045
 0.067685    0.044055
 0.054553    0.039837
 0.042607    0.035401
 0.031933    0.030760
 0.022623    0.025934
 0.014770    0.020946
 0.008476    0.015822
 0.003843    0.010596
 0.000980    0.005307
 0.000000    0.000000
 0.000980    -0.003583
 0.003843    -0.006939
 0.008476    -0.010081
 0.014770    -0.013017
 0.022623    -0.015754
 0.031933    -0.018294
 0.042607    -0.020641
 0.054553    -0.022795
 0.067685    -0.024754
 0.081920    -0.026515
 0.097179    -0.028076
 0.113388    -0.029430
 0.130475    -0.030575
 0.148373    -0.031503
 0.167017    -0.032210
 0.186348    -0.032690
 0.206308    -0.032937
 0.226844    -0.032948
 0.247903    -0.032719
 0.269440    -0.032246
 0.291409    -0.031530
 0.313768    -0.030569
 0.336479    -0.029366
 0.359505    -0.027924
 0.382813    -0.026250
 0.406370    -0.024352
 0.430149    -0.022242
 0.454123    -0.019933
 0.478267    -0.017444
 0.502560    -0.014794
 0.526981    -0.012008
 0.551512    -0.009114
 0.576136    -0.006144
 0.600839    -0.003136
 0.625608    -0.000130
 0.650430    0.002827
 0.675297    0.005686
 0.700199    0.008389
 0.725129    0.010874
 0.750080    0.013075
 0.775047    0.014918
 0.800026    0.016322
 0.825013    0.017203
 0.850006    0.017466
 0.875003    0.017014
 0.900001    0.015737
 0.925000    0.013524
 0.950000    0.010251
 0.975000    0.005789
 1.000000    -0.000000
