3
 1.000000    -0.000000
 0.975000    0.006033
 0.950000    0.011952
 0.925000    0.017780
 0.900001    0.023533
 0.875003    0.029223
 0.850006    0.034854
 0.825013    0.040427
 0.800026    0.045938
 0.775047    0.051376
 0.750080    0.056730
 0.725129    0.061981
 0.700199    0.067111
 0.675297    0.072098
 0.650430    0.076915
 0.625608    0.081536
 0.600839    0.085932
 0.576136    0.090075
 0.551512    0.093934
 0.526981    0.097477
 0.502560    0.100675
 0.478267    0.103498
 0.454123    0.105915
 0.430149    0.107900
 0.406370    0.109426
 0.382813    0.110469
 0.359505    0.111007
 0.336479    0.111021
 0.313768    0.110497
 0.291409    0.109422
 0.269440    0.107789
 0.247903    0.105594
 0.226844    0.102841
 0.206308    0.099535
 0.186348    0.095691
 0.167017    0.091326
 0.148373    0.086467
 0.130475    0.081146
 0.113388    0.075404
 0.097179    0.069288
 0.081920    0.062854
 0.067685    0.056167
 0.054553    0.049300
 0.042607    0.042336
 0.031933    0.035368
 0.022623    0.028499
 0.014770    0.021842
 0.008476    0.015521
 0.003843    0.009674
 0.000980    0.004447
 0.000000    0.000000
 0.000980    -0.003146
 0.003843    -0.005840
 0.008476    -0.008156
 0.014770    -0.010161
 0.022623    -0.011913
 0.031933    -0.013462
 0.042607    -0.014851
 0.054553    -0.016116
 0.067685    -0.017287
 0.081920    -0.018387
 0.097179    -0.019434
 0.113388    -0.020442
 0.130475    -0.021416
 0.148373    -0.022362
 0.167017    -0.023280
 0.186348    -0.024164
 0.206308    -0.025009
 0.226844    -0.025806
 0.247903    -0.026543
 0.269440    -0.027206
 0.291409    -0.027783
 0.313768    -0.028256
 0.336479    -0.028612
 0.359505    -0.028833
 0.382813    -0.028906
 0.406370    -0.028816
 0.430149    -0.028551
 0.454123    -0.028098
 0.478267    -0.027451
 0.502560    -0.026602
 0.526981    -0.025548
 0.551512    -0.024290
 0.576136    -0.022833
 0.600839    -0.021185
 0.625608    -0.019361
 0.650430    -0.017379
 0.675297    -0.015263
 0.700199    -0.013046
 0.725129    -0.010763
 0.750080    -0.008461
 0.775047    -0.006190
 0.800026    -0.004011
 0.825013    -0.001991
 0.850006    -0.000208
 0.875003    0.001252
 0.900001    0.002294
 0.925000    0.002812
 0.950000    0.002689
 0.975000    0.001798
 1.000000    -0.000000
